name	method	return_type	entity_set	n_params	params
ReprovarDetail	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoDespesaView), id:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoDespesaView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoDespesaView), ids:Edm.String
QueryParticularidadeDespesa	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoDespesaView), tipoDespesaId:Edm.String, clienteId:Edm.String, casoId:Edm.String, dataDespesa:Edm.DateTimeOffset, moedaId:Edm.String
Copy	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoPagamentoId:Edm.String
PoliticaVencimento	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoPagamentoId:Edm.String, profissionalAprovadorId:Edm.String, justificativa:Edm.String
AprovarPoliticaVencimento	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoPagamentoId:Edm.String, usuarioSolicitanteId:Edm.String
ReprovarPoliticaVencimento	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoPagamentoId:Edm.String, usuarioSolicitanteId:Edm.String, motivoReprovacao:Edm.String
DadosGrafico	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), profissionalId:Edm.String, gerenciaId:Edm.String
Estornar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoId:Edm.String
GetGerencias	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), profissionalId:Edm.String
ReplicateAttaches	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), ids:Edm.String, solicitacaoId:Edm.String
CancelReprovedItens	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoView), solicitacaoPagamentoId:Edm.String
Totais	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView)
TotaisMinhasPendencias	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView)
Pendencias	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView)
ClassificarEmLote	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView), itens:Edm.String
Reenviar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView), solicitacaoItemId:Edm.String
Cancelar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView), solicitacaoItemId:Edm.String
QueryParticularidadeDespesa	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoItemView), tipoDespesaId:Edm.String, clienteId:Edm.String, casoId:Edm.String, dataDespesa:Edm.DateTimeOffset, solicitacaoPagamentoId:Edm.String
SaveTipoAssuntoPerfil	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTipoAssuntoView), dataItem:Edm.String
RotinaCargaInicial	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTermoPublicacaoView)
DetalhesTermo	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTermoPublicacaoView), termoPublicacaoCodNome:Edm.String
AlteraSituacaoTermo	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTermoPublicacaoView), Id:Edm.String
QuerySituacaoTermo	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTermoPublicacaoView), Id:Edm.String
CreateCorrespondenteUser	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultUsuarioView), correspondenteId:Edm.String, usuario:Edm.String, email:Edm.String, perfilId:Edm.String
GenerateComponents	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFluxoAcaoDinamicaView), entityAspect:Edm.String, fluxoAcaoDinamicaId:Edm.String
GenerateComponent	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFluxoAcaoDinamicaView), entityAspect:Edm.String, campoConfig:Edm.String, ignoreRequired:Edm.String
DoValidation	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFluxoAcaoDinamicaView), data:Edm.String
SalvarPerfilPorUsuario	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultUsuarioPerfilView), usuarioId:Edm.String, perfis:Edm.String, action:Edm.String
SalvarUsuarioPorPerfil	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultUsuarioPerfilView), perfilId:Edm.String, usuarios:Edm.String
CopiarPerfil	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPerfilView), perfilAtualId:Edm.String, perfilACopiarId:Edm.String, dadosParaCopiar:Edm.String, action:Edm.String
MovimentacaoPorPeriodo	GET			7	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCheckinView), profissionalId:Edm.String, dataInicial:Edm.DateTimeOffset, dataFinal:Edm.DateTimeOffset, hora:Edm.String, movimentacaoId:Edm.String, observacao:Edm.String
CheckPessoaExistente	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPessoaView), cpfCnpj:Edm.String, action:Edm.String, pessoaId:Edm.String
GerarRelatorio	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTabeladoView), initialDate:Edm.DateTimeOffset, finalDate:Edm.DateTimeOffset, professionalId:Edm.String
OriginacaoObrigatoria	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoParticipacaoView), participacoes:Edm.String
SomaOriginacao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoParticipacaoView), originacoes:Edm.String
ResetPassword	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCorrespondenteView), usuario:Edm.String
GridData	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPesquisaView), entitySet:Edm.String, profileId:Edm.String, context:Edm.String
GenerateComponents	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPesquisaView), entitySet:Edm.String, fields:Edm.String
MarcarComoWO	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetRevisaoView), ids:Edm.String, observacao:Edm.String
MarcarComoAprovado	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetRevisaoView), ids:Edm.String, value:Edm.String
MarcarComoNaoCobravel	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetRevisaoView), ids:Edm.String, value:Edm.String
TransferirCaso	GET			7	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetRevisaoView), ids:Edm.String, caso_id:Edm.String, eBillingFaseId:Edm.String, eBillingTarefaId:Edm.String, eBillingAtividadeId:Edm.String, clienteAtualId:Edm.String
ReplicarTs	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), timesheetId:Edm.String, casosData:Edm.String, dataTs:Edm.DateTimeOffset, copiarVinculados:Edm.Boolean
Copy	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), timesheetId:Edm.String, dataTs:Edm.DateTimeOffset, copiarVinculados:Edm.Boolean
Move	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), timesheetId:Edm.String, dataTs:Edm.DateTimeOffset, copiarVinculados:Edm.Boolean
ReplicarTsData	GET			8	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), timesheetId:Edm.String, dataTsInicial:Edm.DateTimeOffset, dataTsFinal:Edm.DateTimeOffset, dias:Edm.String, diaAtual:Edm.DateTimeOffset, casoId:Edm.String, copiarVinculados:Edm.Boolean
SetDefaultView	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), preferencia:Edm.String
LateTimesheetsWorkingArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), prof_id:Edm.String
SuggestDescriptionTimesheet	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetView), casoId:Edm.String, profissionalId:Edm.String
RejectSharedTS	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.TimesheetVinculadoView), timesheetVinculadoId:Edm.String, notificationId:Edm.String
AcceptSharedTS	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.TimesheetVinculadoView), timesheetId:Edm.String, timesheetVinculadoId:Edm.String, notificationId:Edm.String, professionalId2Impersonate:Edm.String
ManageProfessional	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.TSProfissionalView), managedProfessional:Edm.String, comboType:Edm.String
TipoAtividadesComIdiomas	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.TSTipoAtividadeView)
MarcarComoFaturar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoParcelasView), ids:Edm.String
MarcarComoAguardar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoParcelasView), ids:Edm.String
LoadResumoParcelasPendentes	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoParcelasView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String
ManageProfessional	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.ManageableProfissionalView), managedProfessional:Edm.String, comboType:Edm.String
GenerateQueueReport	GET			9	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFilaImpressaoView), reportId:Edm.String, reportName:Edm.String, reportData:Edm.String, reportModelId:Edm.String, reportType:Edm.String, processo:Edm.String, context:Edm.String, extensao:Edm.String
RemoveSelectedFromQueue	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFilaImpressaoView), filaImpressaoIds:Edm.String
RemoveAll	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFilaImpressaoView)
Percentual	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanView), type:Edm.String, bpId:Edm.String, percentual:Edm.Decimal, anoMes:Edm.String, multiSelectConta:Edm.String
BatchDelete	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultLancamentoView), anoMes:Edm.String
ReplicarCusto	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCustoProfissionalView), custo:Edm.String, anoMesInicial:Edm.String, anoMesFinal:Edm.String, profissionais:Edm.String
AtualizarData	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCustoProfissionalView)
ReplicarDados	GET			7	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), Id:Edm.String, BusinessPlanId:Edm.String, ProfissionalId:Edm.String, ProfissionalNovo:Edm.String, ProfissionalIdAntigo:Edm.String, ProfissionalNovoAntigo:Edm.String
ReplicarDelete	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), BusinessPlanId:Edm.String, ProfissionalId:Edm.String, ProfissionalNovo:Edm.String, AnoMes:Edm.String
AddProfissionais	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), businessPlanId:Edm.String
DeleteProfissionais	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), businessPlanId:Edm.String
PercentualLote	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), percentual:Edm.Decimal
ValoresLote	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultBusinessPlanProfissionalView), valorhora:Edm.Decimal, valor:Edm.Decimal, tempo:Edm.Decimal
RemoveSelectedFromQueue	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFilaEtiquetaView), filaImpressaoIds:Edm.String
RemoveAll	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultFilaEtiquetaView)
ChecarPendencias	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), solicitanteCodigo:Edm.String
LiberarSolicitacao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), caixinhaId:Edm.String
Fechamento	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), caixinhaId:Edm.String
Cancelar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), caixinhaId:Edm.String
FechamentoFolha	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), caixinhaId:Edm.String, contaId:Edm.String
GetProfissionalConta	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCaixinhaView), caixinhaId:Edm.String
ChecarPendencias	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoCaixinhaView), solicitanteCodigo:Edm.String
Cancelar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoCaixinhaView), caixinhaId:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoClienteView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoClienteView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoInstitucionalView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoInstitucionalView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoEscritorioView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoEscritorioView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoUnicoView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSolicitacaoPagamentoUnicoView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaClienteView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaClienteView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaEscritorioView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaEscritorioView), ids:Edm.String, motivo:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaInstitucionalView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaInstitucionalView), ids:Edm.String, motivo:Edm.String
GetAcessoExcecao	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultAcessoExcecaoView)
AddFile	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultImportacaoColetorView), filePath:Edm.String, layoutId:Edm.String
RemoveFile	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultImportacaoColetorView), fileNames:Edm.String
DeleteAllFiles	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultImportacaoColetorView), filePath:Edm.String, layoutId:Edm.String
ImportColetor	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultImportacaoColetorView), filePath:Edm.String
DadosRightBar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultImportacaoColetorView), ColetorId:Edm.String
AdicionarRemoverFavorito	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultMenuFavoritoView), menu_nome:Edm.String, operacao:Edm.String
MarcarComoRevisadoParcelasFixo	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaFixoView), ids:Edm.String, value:Edm.String, preFaturaContratoId:Edm.String, preFaturaId:Edm.String
MarcarTodosComoRevisadoParcelasFixo	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaFixoView), preFaturaId:Edm.String, preFaturaContratoId:Edm.String, value:Edm.String
MarcarComoAcumuladoParcelasFixo	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaFixoView), ids:Edm.String, value:Edm.String, preFaturaContratoId:Edm.String, preFaturaId:Edm.String
UpdateDescricao	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaFixoView), descricao:Edm.String, preFaturaFixoId:Edm.String
LimparPendencia	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRegraEmailView), mailConfigId:Edm.String
AccessibleProfessionals	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalRelatView)
AlertasWorkingArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultAlertaView), prof_id:Edm.String
GetTotalValorEtapas	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView)
GetParticipantsData	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), oportunidadesId:Edm.String
GetTimelineHistoryOpt	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), oportunidadeId:Edm.String
EditOportunidadeContato	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), entity:Edm.String
EditOportunidadeValor	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), entity:Edm.String, tipoOfertaId:Edm.String
GetContactsImage	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), contatosPessoaId:Edm.String
GetDetailChartsInfo	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), oportunidadeId:Edm.String
UpdateGrupoAvaliacaoConflito	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), profissionaisParaRemover:Edm.String, profissionaisParaAdicionar:Edm.String, oportunidadeId:Edm.String, profissionalId:Edm.String
GenerateChangeHistoryContent	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), action:Edm.String, type:Edm.String, oportunidadeId:Edm.String
UpdateAvaliacaoConflitoInteresse	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), oportunidadeId:Edm.String, profissionalId:Edm.String, avaliacao:Edm.String, voto:Edm.String
UpdateDataPrazoAvaliacao	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeView), oportunidadeId:Edm.String, profissionalId:Edm.String, dataPrazo:Edm.String
OriginacaoObrigatoria	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeParticipacaoView), participacoes:Edm.String
SomaOriginacao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeParticipacaoView), originacoes:Edm.String
GetEtapasCount	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultOportunidadeEtapaView)
CancelarEstorno	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultReporOrcamentoView), Id:Edm.String
LoadCasoResumo	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoCasoFixoRevisadoView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String
LoadResumoProfissionaisTabelaPadrao	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoCasoFixoRevisadoView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String, profissionalId:Edm.String
LoadResumoProfissionaisTabelaCaso	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoCasoFixoRevisadoView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String, profissionalId:Edm.String
AcumularCaso	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoCasoFixoRevisadoView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String, tipo:Edm.String, profissionalId:Edm.String
InsertFilteredIntoQueue	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTimesheetGrupoJuridicoView), GrupoJuridicoId:Edm.String
Delete	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultAlcadaPlanejamentoView), alcadaId:Edm.String
MarcarFiltroComo	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.FiltroGridView), filterId:Edm.String, padrao:Edm.String
AccessibleProfessionals	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalSocioRelatView)
EncerrarEmLote	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoEmLoteView), selected:Edm.String, motivo:Edm.String, responsavelId:Edm.String
ReabrirEmLote	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoEmLoteView), selected:Edm.String, motivo:Edm.String, responsavelId:Edm.String
QueryEmLote	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCasoEmLoteView)
WorkareaComponentsConfig	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultComponenteView), perfilId:Edm.String, usuarioId:Edm.String
SaveWorkareaComponentsConfigByUser	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultComponenteView), ids:Edm.String, perfilId:Edm.String, usuarioId:Edm.String
GetValue	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCorrespondenteComarcaView), correspondenteId:Edm.String, atoId:Edm.String, cidadeId:Edm.String
ManualyGenerateReport	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultChecagemConflitoView), checagemConflitoId:Edm.String, action:Edm.String
AprovacaoValoresCompromisso	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultAgendaCorrespondenteView), compromissoId:Edm.String, aprovado:Edm.String, motivo:Edm.String, requiredReason:Edm.Boolean
MarcarComoLidaNaoLida	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoFixoInstrucaoView), instrucoesLidas:Edm.String, instrucoesNaoLidas:Edm.String
RotinaRelatorioAutomatico	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultAgendadorRelatorioView)
BuildAssuntoCampos	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultCabecalhoAssuntoView), assuntoId:Edm.String
GetPrazoDias	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultTipoSolicitacaoView), id:Edm.String
ResumoCaso	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetResumoProfissionalView), casoId:Edm.String, moedaId:Edm.String, moedaSigla:Edm.String
ResumoDebitosCaso	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetResumoProfissionalView), casoId:Edm.String, moedaId:Edm.String, moedaSigla:Edm.String
